cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,actual_payload_bytes,mode,phase,note
beae7e49-0a8d-414e-a782-efcc9dbac014,1770611026635,1770611026679,44,377,377,AUTO,,Case 2
d850f46c-7325-4df9-8772-6c17c47db53d,1770611026736,1770611026779,43,377,377,AUTO,,Case 2
531dcb69-7d12-43bb-b9fa-013c133f2377,1770611026837,1770611026879,42,377,377,AUTO,,Case 2
3a8811ee-e095-4cbb-aa28-505128de712f,1770611026937,1770611026979,42,377,377,AUTO,,Case 2
16b7cb54-81de-4aec-9a34-339c12f11c68,1770611027038,1770611027079,41,377,377,AUTO,,Case 2
3fe392b0-9cc7-47c4-a7a8-0c7bbfbc50a5,1770611027138,1770611027183,45,377,377,AUTO,,Case 2
6e793a58-5a16-4a2a-9acf-25f82077598d,1770611027238,1770611027283,45,377,377,AUTO,,Case 2
1af8885b-dc8a-48b6-a71d-b934a67f2f0b,1770611027339,1770611027383,44,377,377,AUTO,,Case 2
31680fa6-eb09-4df0-a620-440afa33ee19,1770611027439,1770611027483,44,377,377,AUTO,,Case 2
8ae672fe-85bd-46d9-884f-ca836b8bc34d,1770611027540,1770611027583,43,377,377,AUTO,,Case 2
e1832e47-50ee-47e1-98c6-a7fc1fbd97bf,1770611027640,1770611027683,43,377,377,AUTO,,Case 2
6f8718c5-626c-4b6c-b9f0-ada88c1f279b,1770611027741,1770611027783,42,377,377,AUTO,,Case 2
c18566f8-2b6d-4106-aee0-f8a0e26cde83,1770611027841,1770611027883,42,377,377,AUTO,,Case 2
df7f1640-83f7-4677-8b01-72ddc8004aa0,1770611027942,1770611027987,45,377,377,AUTO,,Case 2
0e5617e1-ef89-4b93-a0c2-18733b57f1c0,1770611028042,1770611028087,45,377,377,AUTO,,Case 2
2a4b0b49-c576-4852-8f9e-7a97eb2edc1f,1770611028143,1770611028187,44,377,377,AUTO,,Case 2
a7ee1c80-558c-4a13-b113-0b802a01e5c2,1770611028244,1770611028287,43,377,377,AUTO,,Case 2
68751321-ebfa-4cc8-87a7-2d8f5a3f6f36,1770611028344,1770611028387,43,377,377,AUTO,,Case 2
aeb44cf5-6e10-4f6c-bd10-b02049a15aa1,1770611028444,1770611028487,43,377,377,AUTO,,Case 2
05be0586-0c01-4fe8-8370-fe56471d37f9,1770611028545,1770611028587,42,377,377,AUTO,,Case 2
cc027cb7-17e1-4fcd-9ece-00630c17891d,1770611028645,1770611028687,42,377,377,AUTO,,Case 2
8a921a5d-719a-4257-bdbf-5e5980531393,1770611028746,1770611028791,45,377,377,AUTO,,Case 2
56df6133-4cbd-44a9-8e9c-1663ed4e1c69,1770611028847,1770611028891,44,377,377,AUTO,,Case 2
0a96f297-d813-43db-afa9-06e712158044,1770611028947,1770611028991,44,377,377,AUTO,,Case 2
c74348a1-fa20-45e9-842c-e8dd6638fcfc,1770611029048,1770611029091,43,377,377,AUTO,,Case 2
888f6dbc-068f-4406-9f50-7d876998a551,1770611029148,1770611029191,43,377,377,AUTO,,Case 2
61f9ec51-c080-453c-8ce2-cc4c63a7f1a6,1770611029249,1770611029291,42,377,377,AUTO,,Case 2
0f2937aa-ad32-4fdc-bab8-5f689d60b627,1770611029349,1770611029395,46,377,377,AUTO,,Case 2
08e686a0-2aa1-43cd-8420-496579439775,1770611029450,1770611029495,45,377,377,AUTO,,Case 2
2cbaefc5-6621-4af4-baf5-bab815ee9aed,1770611029551,1770611029595,44,377,377,AUTO,,Case 2
dc2c08c3-4d22-430d-832f-4887b42c6a1f,1770611029651,1770611029695,44,377,377,AUTO,,Case 2
d3709309-b766-4a3d-b4bd-c6b8a8a019fe,1770611029752,1770611029795,43,377,377,AUTO,,Case 2
9fbd5f8c-b3d2-4fd2-bbf9-094914629ba1,1770611029852,1770611029895,43,377,377,AUTO,,Case 2
a9c6ddd8-ff7a-47ec-8d91-e27f361faa0a,1770611029953,1770611029995,42,377,377,AUTO,,Case 2
0632a628-dd14-4291-bd0a-8549765497b0,1770611030053,1770611030095,42,377,377,AUTO,,Case 2
44e63377-a6cb-41ec-8633-68929af269ca,1770611030154,1770611030199,45,377,377,AUTO,,Case 2
8de157fc-61f6-4933-a5b5-52aa0ca3575f,1770611030255,1770611030299,44,377,377,AUTO,,Case 2
7cbaa97b-44d8-4474-bd78-6e1144e58f1e,1770611030355,1770611030399,44,377,377,AUTO,,Case 2
c44e23db-cdf3-401c-bd68-ff310e4fe947,1770611030456,1770611030499,43,377,377,AUTO,,Case 2
21d47668-5fe1-4fd6-8dc8-9857e911b52c,1770611030556,1770611030599,43,377,377,AUTO,,Case 2
ebb4b689-6f53-48a5-9455-6b6084350f9f,1770611030657,1770611030699,42,377,377,AUTO,,Case 2
49fad780-e0b2-41de-aad2-804250311b93,1770611030758,1770611030803,45,377,377,AUTO,,Case 2
3fa22f48-ef68-4f87-aa50-5c53f7c426b7,1770611030858,1770611030903,45,377,377,AUTO,,Case 2
dc955c3d-4b4c-4ed7-84b6-ba8e75fc9532,1770611030959,1770611031003,44,377,377,AUTO,,Case 2
b4c5fcb1-2d93-4657-b9cc-f0e740005ba0,1770611031059,1770611031103,44,377,377,AUTO,,Case 2
30e71f57-1e60-4ecd-9f67-debb8286a149,1770611031159,1770611031203,44,377,377,AUTO,,Case 2
da1c28e3-7511-44eb-8e98-d4062868845d,1770611031260,1770611031303,43,377,377,AUTO,,Case 2
db792049-78dd-4c54-a4a3-28c9df88710e,1770611031361,1770611031403,42,377,377,AUTO,,Case 2
1ac86c36-9e07-4b25-8c3e-87206b124205,1770611031461,1770611031503,42,377,377,AUTO,,Case 2
2e1dfaff-7c71-4de8-b568-8606849f268c,1770611031562,1770611031607,45,377,377,AUTO,,Case 2
041b2fde-c968-4ffa-9f48-73e26a502e34,1770611031662,1770611031707,45,377,377,AUTO,,Case 2
501eeb39-e6be-4055-9160-360f00a1b1ef,1770611031762,1770611031807,45,377,377,AUTO,,Case 2
67c19727-7151-4993-9616-3ec45e725830,1770611031863,1770611031907,44,377,377,AUTO,,Case 2
e730caec-fda0-4f76-ab54-941854490e50,1770611031964,1770611032007,43,377,377,AUTO,,Case 2
5d298aa1-049c-4570-b936-16671c6c2c56,1770611032064,1770611032107,43,377,377,AUTO,,Case 2
a84bcd19-d6a2-4370-adab-bab695e2ee8d,1770611032164,1770611032207,43,377,377,AUTO,,Case 2
d81eee6d-de09-4d10-90cd-18a9aa7ca5c4,1770611032265,1770611032307,42,377,377,AUTO,,Case 2
acdfa994-dcbf-42ed-a2fe-e1c01f27ddbb,1770611032365,1770611032407,42,377,377,AUTO,,Case 2
da7f0d02-d5f5-4cd8-b612-62f10524cbc6,1770611032466,1770611032511,45,377,377,AUTO,,Case 2
3386c0cc-efbf-48cf-9b3f-3a4e40eeb5da,1770611032566,1770611032611,45,377,377,AUTO,,Case 2
b7ff1de5-e7fa-48b8-a5f6-887012c59b28,1770611032667,1770611032711,44,377,377,AUTO,,Case 2
40634852-e962-4580-b9aa-1abc80d2d6da,1770611032768,1770611032811,43,377,377,AUTO,,Case 2
1d6648df-a8b3-43fc-a5ee-1425386d4b91,1770611032868,1770611032911,43,377,377,AUTO,,Case 2
318c6628-1310-415a-afa9-476228d8929a,1770611032969,1770611033011,42,377,377,AUTO,,Case 2
4f46bb68-79f0-4723-8fa0-0199eb4d488a,1770611033069,1770611033115,46,377,377,AUTO,,Case 2
dcd00e9c-8fc0-42e9-af2e-e9a3069f6c84,1770611033170,1770611033215,45,377,377,AUTO,,Case 2
261ad459-f2f3-4ab4-b71c-1e156b3732d3,1770611033270,1770611033315,45,377,377,AUTO,,Case 2
f2015c32-51fe-4040-a575-1abfeb1662ff,1770611033371,1770611033415,44,377,377,AUTO,,Case 2
a7825ba1-a8be-40e6-9ed9-e46048a72353,1770611033472,1770611033515,43,377,377,AUTO,,Case 2
aaa03d0a-c97c-4447-9c8d-de6b9504ba11,1770611033572,1770611033615,43,377,377,AUTO,,Case 2
