cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,actual_payload_bytes,mode,phase,note
2abf78c6-530a-4e7c-9c07-b6051455353c,1770611015214,1770611015259,45,110,110,AUTO,,Case 1
bb73d5ae-bfd7-4adf-b519-71a9a735add3,1770611015315,1770611015359,44,110,110,AUTO,,Case 1
2d4c64fe-e332-452e-8b85-1f3615391b2d,1770611015416,1770611015459,43,110,110,AUTO,,Case 1
99169944-7c82-46d6-a4d0-4bb0703575b9,1770611015516,1770611015559,43,110,110,AUTO,,Case 1
a911d7f7-b5df-49d7-af4c-e1a8cbed90b4,1770611015617,1770611015659,42,110,110,AUTO,,Case 1
80416171-075b-42d2-8159-b762c9cdf663,1770611015717,1770611015759,42,110,110,AUTO,,Case 1
08d5dfba-ff8a-416b-b82b-7124c95e3aae,1770611015817,1770611015859,42,110,110,AUTO,,Case 1
9ab7c5ea-2505-4252-9b02-9b2aceba7a0e,1770611015918,1770611015963,45,110,110,AUTO,,Case 1
681b75cd-3db6-4d07-80a5-5ab2c57d964a,1770611016018,1770611016067,49,110,110,AUTO,,Case 1
f84f90da-b8d3-48a4-9c2b-d5c5186dc74c,1770611016119,1770611016163,44,110,110,AUTO,,Case 1
d94b0acb-baf4-4193-b601-d05511326a61,1770611016220,1770611016263,43,110,110,AUTO,,Case 1
e4981bdc-97c6-4fa7-acbc-d3fc7dd8288c,1770611016320,1770611016363,43,110,110,AUTO,,Case 1
c0b2af30-cda0-4193-ae5a-a01a774e757e,1770611016421,1770611016463,42,110,110,AUTO,,Case 1
eccf749a-d302-4056-8388-010fc007b7ec,1770611016522,1770611016563,41,110,110,AUTO,,Case 1
8a00a7ef-768d-4b83-a208-9ae0922ad38b,1770611016622,1770611016663,41,110,110,AUTO,,Case 1
61115661-dbbb-4380-a632-93c347aa4da9,1770611016723,1770611016767,44,110,110,AUTO,,Case 1
e253087b-f0d2-4793-b351-ccffcf1077dd,1770611016823,1770611016867,44,110,110,AUTO,,Case 1
fd104cae-7bfe-4ae6-a414-86e942ff4873,1770611016924,1770611016967,43,110,110,AUTO,,Case 1
2b3a5460-f78a-44c8-ba4b-fadfac5f79f5,1770611017024,1770611017067,43,110,110,AUTO,,Case 1
bb6d15ab-4d7b-4cc5-a425-cc82e071e1dc,1770611017125,1770611017167,42,110,110,AUTO,,Case 1
1047adc5-ace6-4f48-a5de-03abedfae1c5,1770611017225,1770611017267,42,110,110,AUTO,,Case 1
66c89c04-472a-4ddb-89a5-b9f5ae71abe8,1770611017326,1770611017367,41,110,110,AUTO,,Case 1
13f9305b-32f2-4754-a9df-3e79e3e95ff6,1770611017426,1770611017471,45,110,110,AUTO,,Case 1
6766b35a-8b7e-4607-a633-bbbb0c7a5499,1770611017527,1770611017571,44,110,110,AUTO,,Case 1
db087412-dce9-4135-a909-3fa4b70809a8,1770611017627,1770611017671,44,110,110,AUTO,,Case 1
2a60ca24-6d21-4bf1-8ffc-53097864b801,1770611017728,1770611017771,43,110,110,AUTO,,Case 1
75965700-9154-435a-a3cc-fde37d12b1c5,1770611017829,1770611017871,42,110,110,AUTO,,Case 1
81a49590-1258-4604-acaa-045b4d48ddb5,1770611017930,1770611017971,41,110,110,AUTO,,Case 1
a114e27d-a027-4461-885a-17ab2d736b97,1770611018030,1770611018076,46,110,110,AUTO,,Case 1
dde1c12f-1e3b-4e70-9aaa-1484e5196a27,1770611018131,1770611018175,44,110,110,AUTO,,Case 1
3c1dec33-866f-4fea-baa4-802815a84e21,1770611018231,1770611018275,44,110,110,AUTO,,Case 1
39807f16-a4c0-4661-9edf-83d3b120e7ea,1770611018332,1770611018375,43,110,110,AUTO,,Case 1
26c3abb1-9d74-4afc-adca-fa043f5d7b3c,1770611018433,1770611018476,43,110,110,AUTO,,Case 1
57431154-375f-4b02-9831-eb35dcc94b35,1770611018533,1770611018576,43,110,110,AUTO,,Case 1
a03cc77f-b4a9-439f-9566-c156788ec4e9,1770611018634,1770611018675,41,110,110,AUTO,,Case 1
2a7bc728-88cf-44a6-8392-ab1fadef3e9c,1770611018734,1770611018779,45,110,110,AUTO,,Case 1
02d9d960-7d22-47dc-80bb-f13dc8873f04,1770611018835,1770611018880,45,110,110,AUTO,,Case 1
29e6d840-275c-4a2a-ab8b-15c3ad787303,1770611018935,1770611018979,44,110,110,AUTO,,Case 1
abfd6a91-a864-4e40-b0ed-59a9bfef7721,1770611019036,1770611019079,43,110,110,AUTO,,Case 1
7379107a-0366-4ab4-8e2f-5ea5b781cf93,1770611019136,1770611019179,43,110,110,AUTO,,Case 1
d432b12f-6b3d-411a-8c35-484ee3c1f644,1770611019237,1770611019279,42,110,110,AUTO,,Case 1
221cc4fc-752b-4a97-b061-eef4e46bc028,1770611019338,1770611019379,41,110,110,AUTO,,Case 1
eaab8602-dc9e-4b77-95c7-7241caad8cbb,1770611019438,1770611019483,45,110,110,AUTO,,Case 1
88823299-4afc-4e14-957c-21229d8dd724,1770611019538,1770611019583,45,110,110,AUTO,,Case 1
9ae3a56b-4e94-4747-a111-f30787720ac6,1770611019639,1770611019683,44,110,110,AUTO,,Case 1
420e5e21-422f-4062-95f7-06e6c79b9241,1770611019739,1770611019783,44,110,110,AUTO,,Case 1
6b9b150a-3eb6-4293-8a0f-00290da67bdf,1770611019840,1770611019883,43,110,110,AUTO,,Case 1
b7f0bca6-3fc0-493c-8787-b985cdbc477d,1770611019940,1770611019983,43,110,110,AUTO,,Case 1
2c71083f-8d86-43e7-8d07-3d4e9bcc1f41,1770611020041,1770611020083,42,110,110,AUTO,,Case 1
8c2f9ed5-a3e7-4d19-a2eb-84ff3d775416,1770611020141,1770611020183,42,110,110,AUTO,,Case 1
1f22dfb4-400f-4259-ba1d-94b62f48e37f,1770611020242,1770611020283,41,110,110,AUTO,,Case 1
f277bb93-5bda-4467-83a0-2bda4de8946b,1770611020343,1770611020387,44,110,110,AUTO,,Case 1
6131a71c-b349-4a02-aa2e-613d66e0b076,1770611020444,1770611020487,43,110,110,AUTO,,Case 1
c43120f6-89c4-4a68-b351-fa482e0ce9ea,1770611020544,1770611020587,43,110,110,AUTO,,Case 1
29ebdb2f-c23d-47c5-9621-c3c15a0a6136,1770611020644,1770611020687,43,110,110,AUTO,,Case 1
388c8e17-161b-406b-8d1a-42aaefac51a3,1770611020745,1770611020787,42,110,110,AUTO,,Case 1
e45ec2e0-ff98-4872-a0fe-6aab14596062,1770611020845,1770611020887,42,110,110,AUTO,,Case 1
5db6dbf2-de7b-4889-88bb-4052de1d50dc,1770611020946,1770611020991,45,110,110,AUTO,,Case 1
515f0b34-7177-4b0a-a4b8-dfc5642a2056,1770611021046,1770611021091,45,110,110,AUTO,,Case 1
0c703f89-efb7-4660-8ff6-473337c901ef,1770611021147,1770611021191,44,110,110,AUTO,,Case 1
15062a07-2fb9-4595-ad0d-d96731ad19f0,1770611021248,1770611021291,43,110,110,AUTO,,Case 1
dda816ce-8037-4264-b0b7-b72d91415d47,1770611021348,1770611021391,43,110,110,AUTO,,Case 1
a28f681a-0e6c-4955-b253-4f664bbd80b9,1770611021449,1770611021491,42,110,110,AUTO,,Case 1
