cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,actual_payload_bytes,mode,phase,note
f2d8cb14-87cb-446f-af92-b6ee813af10e,1770611053264,1770611053306,42,1021,1021,AUTO,,Case 4
14f2151a-cffa-49a4-bb1a-d20f097ea2b6,1770611053365,1770611053406,41,1021,1021,AUTO,,Case 4
a515a5f0-077a-47f3-af0f-1e53ff2e0fe0,1770611053465,1770611053510,45,1021,1021,AUTO,,Case 4
28b73eae-a9ee-46d2-bb45-44493deaf389,1770611053565,1770611053610,45,1021,1021,AUTO,,Case 4
04aa1a07-1670-4c54-a790-f97587d9c823,1770611053666,1770611053710,44,1021,1021,AUTO,,Case 4
5103b929-7640-418e-885d-2493d484cf21,1770611053766,1770611053810,44,1021,1021,AUTO,,Case 4
de74834c-a402-48b4-b21d-77cef3757765,1770611053867,1770611053910,43,1021,1021,AUTO,,Case 4
475c11d2-764c-495f-a5a2-3259d13edd4b,1770611053968,1770611054010,42,1021,1021,AUTO,,Case 4
1f22b9f0-e0f6-4af0-a348-957eace04376,1770611054069,1770611054110,41,1021,1021,AUTO,,Case 4
0ca03408-f000-4894-9d91-227ea08f3a11,1770611054169,1770611054214,45,1021,1021,AUTO,,Case 4
e723a7be-b5df-4660-b278-4d27f20abbbd,1770611054270,1770611054314,44,1021,1021,AUTO,,Case 4
ad3499a3-224b-47b5-93c9-e03b9d56ab5f,1770611054370,1770611054414,44,1021,1021,AUTO,,Case 4
ab52e6f6-a395-4445-832f-31de9de885c7,1770611054470,1770611054514,44,1021,1021,AUTO,,Case 4
cf3da775-1a89-4308-b175-ba1da1ea445a,1770611054571,1770611054614,43,1021,1021,AUTO,,Case 4
2d388c8e-f20e-45c9-af42-e1cd9bba3133,1770611054671,1770611054714,43,1021,1021,AUTO,,Case 4
de43688c-6ff0-4a45-a03b-86dd517a9168,1770611054772,1770611054814,42,1021,1021,AUTO,,Case 4
a6c46e5b-6dbb-4504-824c-24f98c92eab5,1770611054872,1770611054914,42,1021,1021,AUTO,,Case 4
22be98c4-3e3a-4be5-8309-90a6423211ae,1770611054972,1770611055014,42,1021,1021,AUTO,,Case 4
0c080bfa-40cd-46da-8b4a-f06da5a07c57,1770611055073,1770611055118,45,1021,1021,AUTO,,Case 4
9df62bea-1d06-4f9a-a6b7-3bc2aea4f4bc,1770611055173,1770611055218,45,1021,1021,AUTO,,Case 4
27163203-6181-426e-8c2c-b115b713283f,1770611055274,1770611055318,44,1021,1021,AUTO,,Case 4
d760e0f4-08b5-4679-804e-d41d37e661aa,1770611055374,1770611055418,44,1021,1021,AUTO,,Case 4
ec09b8db-5a6a-4ca2-9781-13b8f8411392,1770611055475,1770611055518,43,1021,1021,AUTO,,Case 4
8d51793c-7f3b-4b59-93ca-1112aaf874cf,1770611055575,1770611055618,43,1021,1021,AUTO,,Case 4
b452828d-5998-4f62-ac0d-69727f443fe5,1770611055676,1770611055718,42,1021,1021,AUTO,,Case 4
231ccc9b-497b-43e0-a4b1-37b117e82932,1770611055777,1770611055822,45,1021,1021,AUTO,,Case 4
53d3f622-ecef-41cc-8c06-467a193700a7,1770611055877,1770611055922,45,1021,1021,AUTO,,Case 4
b806dfb5-c4e3-4ff4-a3a5-4d032eefece4,1770611055978,1770611056022,44,1021,1021,AUTO,,Case 4
35e4ad1b-c2b6-4339-99aa-0cef8ed9c404,1770611056078,1770611056122,44,1021,1021,AUTO,,Case 4
fdafdea6-739c-48ec-8954-dfff6b6cd49a,1770611056179,1770611056222,43,1021,1021,AUTO,,Case 4
734f35ca-4cf8-4dfa-b25c-415fd4ffe893,1770611056279,1770611056322,43,1021,1021,AUTO,,Case 4
870d2bdb-6927-4c8b-b603-c28727630463,1770611056380,1770611056422,42,1021,1021,AUTO,,Case 4
acfd0266-5109-4683-ac67-9682ef7eea4b,1770611056480,1770611056522,42,1021,1021,AUTO,,Case 4
7aa79a9e-1784-438c-b5c7-67501c42aad1,1770611056581,1770611056626,45,1021,1021,AUTO,,Case 4
f49e6647-4992-400e-b0a4-59a7c3011cf6,1770611056681,1770611056726,45,1021,1021,AUTO,,Case 4
3b7cab83-00ad-4ebb-a538-f2c394a8035b,1770611056781,1770611056826,45,1021,1021,AUTO,,Case 4
e21cc9ae-9c57-4ee8-b8e0-93f336b8dd4f,1770611056882,1770611056926,44,1021,1021,AUTO,,Case 4
2b48aba4-0ea3-4dff-b58e-bdd6aafc382e,1770611056982,1770611057026,44,1021,1021,AUTO,,Case 4
c62ab269-b786-47a0-b2aa-a9ab794f952b,1770611057083,1770611057126,43,1021,1021,AUTO,,Case 4
6c0f8211-5936-4b6e-8db9-ac0377610dfb,1770611057183,1770611057226,43,1021,1021,AUTO,,Case 4
d04f4233-2b45-4277-8b43-2b5af6c5619f,1770611057284,1770611057326,42,1021,1021,AUTO,,Case 4
a33dacff-4d28-467f-b6a3-b0eeac0b9fca,1770611057384,1770611057426,42,1021,1021,AUTO,,Case 4
4de1f135-f718-4065-acec-99ec5af6ded5,1770611057485,1770611057530,45,1021,1021,AUTO,,Case 4
880b0c90-cc2b-4ac5-8842-1fb4fc992c6b,1770611057585,1770611057630,45,1021,1021,AUTO,,Case 4
36da0051-760c-40dd-803b-337a61415589,1770611057686,1770611057730,44,1021,1021,AUTO,,Case 4
b0f72ef6-a445-4921-9fa4-cc83faa9fcc9,1770611057786,1770611057830,44,1021,1021,AUTO,,Case 4
