cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,mode,phase,note
2207ac81-0113-426e-b5c1-ef8e21ba35de,1770545957058,,,1145,AUTO,,Case 3
6e2c1e25-6e66-402b-b388-9b3ddf8159de,1770545957158,,,1145,AUTO,,Case 3
b0ed5786-ce48-43ea-9b08-a9ce482298bc,1770545957259,,,1145,AUTO,,Case 3
c8f51c13-e152-47bd-8f9d-e87656afd8ac,1770545957360,,,1145,AUTO,,Case 3
8ff3ea58-0da5-4070-a890-bf784beae701,1770545957460,,,1145,AUTO,,Case 3
5ef99dab-d8be-4a4f-93db-8cf464578867,1770545957561,,,1145,AUTO,,Case 3
f2d52bf4-2cc9-4e61-8400-53f63e0667c5,1770545957661,,,1145,AUTO,,Case 3
add3e1bd-362e-40e7-93e7-231f37977ce5,1770545957762,,,1145,AUTO,,Case 3
9aa6013f-a097-4c8c-be38-93213e17ac8a,1770545957862,,,1145,AUTO,,Case 3
560f134f-3c4b-4856-80ec-97218b9241b9,1770545957963,,,1145,AUTO,,Case 3
8ff96afb-c35f-4846-ac84-e998518bee57,1770545958063,,,1145,AUTO,,Case 3
e057c4d9-615a-4dba-8b59-da9551b7782d,1770545958164,,,1145,AUTO,,Case 3
0ff1f59f-0656-4d2a-873d-b8fd6daccbb3,1770545958264,,,1145,AUTO,,Case 3
5b9bd33e-5350-4927-8ce8-d19a19fe5ea2,1770545958364,,,1145,AUTO,,Case 3
50dbd44c-c512-4b71-9dbc-2e404b3cc975,1770545958464,,,1145,AUTO,,Case 3
06fa12e7-7019-4dc7-8f69-56c147b09328,1770545958565,,,1145,AUTO,,Case 3
7ac9398e-1ab5-4c3f-8f6a-0f94cb5c3882,1770545958665,,,1145,AUTO,,Case 3
bb52d801-1ada-48ea-bcd9-10c0d13d9831,1770545958766,,,1145,AUTO,,Case 3
47d67897-4d09-4f55-a042-59fbe06918cd,1770545958867,,,1145,AUTO,,Case 3
58e13e1c-dfa8-4326-97d0-fe081bff1eb9,1770545958967,,,1145,AUTO,,Case 3
ee8e05a5-726a-41be-9e0b-cf034d12f064,1770545959067,,,1145,AUTO,,Case 3
0e6388d2-64f2-4fe8-ba9c-0210ea8e8dd4,1770545959168,,,1145,AUTO,,Case 3
5239504f-1fc1-4e62-a245-51140cdf76a4,1770545959268,,,1145,AUTO,,Case 3
eacc2cc9-e03e-469c-8211-39a53c0c9192,1770545959369,,,1145,AUTO,,Case 3
fbccd2ef-b9e3-4190-8b65-6db27f9df992,1770545959469,,,1145,AUTO,,Case 3
b74fa384-91ae-42a0-9986-9bdb7b454246,1770545959570,,,1145,AUTO,,Case 3
580f72a3-a966-4388-8d28-037ba515f2e5,1770545959670,,,1145,AUTO,,Case 3
da56e5f5-8716-4658-b3c1-a680eff4bf9f,1770545959771,,,1145,AUTO,,Case 3
c905f222-4ff8-4087-90fb-ecd720d711f6,1770545959871,,,1145,AUTO,,Case 3
c196b95f-8f1e-470e-b981-fd682dda627a,1770545959972,,,1145,AUTO,,Case 3
e12d7f20-ce4d-4066-a157-bcadbc3de02e,1770545960072,,,1145,AUTO,,Case 3
92cb5516-483e-4267-a23f-18d7849b8743,1770545960173,,,1145,AUTO,,Case 3
b4d11b9d-0df3-4adb-9593-ed2f466cf0fc,1770545960273,,,1145,AUTO,,Case 3
18bb447d-7072-4db1-b34f-fe4bebbff50b,1770545960373,,,1145,AUTO,,Case 3
e14f0ec2-29be-4679-b9ff-2773de7133e5,1770545960474,,,1145,AUTO,,Case 3
c7bb2fef-515e-4434-853e-a103267e1eda,1770545960574,,,1145,AUTO,,Case 3
2bd1322e-638f-41e6-af6a-9f66c1b2baf6,1770545960675,,,1145,AUTO,,Case 3
2ec85cc5-5f93-44d7-a939-1e2db995f624,1770545960775,,,1145,AUTO,,Case 3
e17b83d3-d245-405e-a4f8-fd74e22f4ce8,1770545960876,,,1145,AUTO,,Case 3
69b023e8-cb87-4a9e-ab27-b5a70b9858b7,1770545960976,,,1145,AUTO,,Case 3
afed7136-f96c-4610-b0cd-a526ac6d4e34,1770545961077,,,1145,AUTO,,Case 3
1fac6bcd-9688-4d32-82a7-dd8673ed1b48,1770545961177,,,1145,AUTO,,Case 3
24042a09-6937-40a1-bcbb-2e11a4959dff,1770545961277,,,1145,AUTO,,Case 3
245fe490-0531-4ea6-b19b-28b52869c280,1770545961378,,,1145,AUTO,,Case 3
81af4b24-2563-4664-9cd7-46349dcee9cd,1770545961479,,,1145,AUTO,,Case 3
13eb6a5b-6187-495e-b9cb-2f2ccbf77810,1770545961579,,,1145,AUTO,,Case 3
b23748ad-b34b-4a1e-af0f-fde9c882e695,1770545961680,,,1145,AUTO,,Case 3
a6407ee2-e7cb-4e32-9ad8-4ddb5739c402,1770545961781,,,1145,AUTO,,Case 3
ab604dc7-071c-4deb-9bf5-56a9f87d6e48,1770545961881,,,1145,AUTO,,Case 3
beacf1bc-e1fe-44fc-997b-33e0be5a2b78,1770545961982,,,1145,AUTO,,Case 3
9355d127-98dc-4ed4-8666-a9aecf406784,1770545962082,,,1145,AUTO,,Case 3
9c6bc623-1791-40f3-abc8-0fdc0bd769e4,1770545962182,,,1145,AUTO,,Case 3
261f125f-3d96-4860-b824-975d9579456b,1770545962283,,,1145,AUTO,,Case 3
7f105f4d-d353-436b-8771-9c25b239eb42,1770545962383,,,1145,AUTO,,Case 3
7084f4c7-613b-4c9c-91b3-20c0e7d24dbd,1770545962484,,,1145,AUTO,,Case 3
4aec3ee5-aefe-44bd-9382-5472d225df0b,1770545962584,,,1145,AUTO,,Case 3
d34d226a-4863-4a22-a3f5-fd23df20f70b,1770545962685,,,1145,AUTO,,Case 3
9e2bc404-2051-4b43-99ba-79aada8f4103,1770545962785,,,1145,AUTO,,Case 3
a0eed775-6d6f-481a-a798-1e5911f4265b,1770545962886,,,1145,AUTO,,Case 3
6515c9aa-ddd2-4970-b16f-bb69e3f998a1,1770545962986,,,1145,AUTO,,Case 3
f1dfaa9b-eacd-41c2-9e1b-39f317c081b1,1770545963087,,,1145,AUTO,,Case 3
310ef26f-7113-4c98-b056-66ca8a42ee4b,1770545963187,,,1145,AUTO,,Case 3
1e5a8774-9f99-4b01-a7d8-bce32f58db0d,1770545963288,,,1145,AUTO,,Case 3
06119a19-4cd0-4b55-aedb-0a2af918df1e,1770545963388,,,1145,AUTO,,Case 3
36748639-549d-4fe3-a2e0-4f8bbed03663,1770545963488,,,1145,AUTO,,Case 3
75cdbc11-3c5b-40b8-bc95-090e0cea1751,1770545963589,,,1145,AUTO,,Case 3
65aff6c5-bb7c-43a9-80b6-988037bb563a,1770545963689,,,1145,AUTO,,Case 3
8f96c2ac-3ffa-4b86-a7bf-50f03b77be26,1770545963790,,,1145,AUTO,,Case 3
0dcc1e08-53a3-4229-834f-eeee5b7e1b1c,1770545963890,,,1145,AUTO,,Case 3
c42965da-694d-4cd7-820e-59a2dd2c97fe,1770545963990,,,1145,AUTO,,Case 3
fa66aafe-86bf-4daa-bc88-a27854f1c6f5,1770545964090,,,1145,AUTO,,Case 3
49933a37-eded-4f56-84ba-221ef9d2294e,1770545964191,,,1145,AUTO,,Case 3
d9eacbb0-f5b6-4b6e-b8b4-9f6f7a659ecc,1770545964291,,,1145,AUTO,,Case 3
1a17938f-4c81-4ea0-a15c-0ccb5602db11,1770545964392,,,1145,AUTO,,Case 3
354a5dd3-2c08-416a-97d0-adff52cfbeae,1770545964492,,,1145,AUTO,,Case 3
58719ba2-ee5c-4b6a-854b-7dfc2a66e3d2,1770545964593,,,1145,AUTO,,Case 3
d3898bd9-154c-402f-a192-ef8b407a7e58,1770545964693,,,1145,AUTO,,Case 3
4c5a91d6-02c0-4d37-8b3d-731a2a318ca9,1770545964793,,,1145,AUTO,,Case 3
8fbd587a-b9f4-471a-bf46-4735cd8514c6,1770545964894,,,1145,AUTO,,Case 3
55934562-07a7-4454-a9b1-f39f0a4ea1e4,1770545964994,,,1145,AUTO,,Case 3
17d75bcf-c27c-42bb-afac-bccc69f536ea,1770545965095,,,1145,AUTO,,Case 3
783d86bf-f525-4497-bde0-140ddd54d41d,1770545965196,,,1145,AUTO,,Case 3
1abdd700-5e7a-4d2b-bba9-5aa170e3c5e5,1770545965296,,,1145,AUTO,,Case 3
