cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,mode,phase,note
2e1bc058-c9e5-4aae-9210-bf0f0286678d,1770545944937,1770545944939,2,377,AUTO,,Case 2
563b17f2-57e9-45a0-8df3-165fe2370ff9,1770545945037,1770545945081,44,377,AUTO,,Case 2
8b6cc022-81d2-480b-82f1-8ad25db8dd39,1770545945138,1770545945181,43,377,AUTO,,Case 2
b76279f0-e737-4fa5-964a-a5b851fa0589,1770545945238,1770545945281,43,377,AUTO,,Case 2
149cc0e8-4c02-47a0-8e15-7244b77c5034,1770545945339,1770545945381,42,377,AUTO,,Case 2
169ee97c-cd06-43d3-a22a-90604f88f3a1,1770545945439,1770545945481,42,377,AUTO,,Case 2
a8de5fdb-f160-4a0e-a9f3-df86c7cf9c3e,1770545945540,1770545945581,41,377,AUTO,,Case 2
3b08fca8-5b46-44d8-b7ec-8c0357fb339c,1770545945641,1770545945685,44,377,AUTO,,Case 2
96b56642-6416-461c-aed7-5ec665149e85,1770545945741,1770545945785,44,377,AUTO,,Case 2
fd9c8ec3-e87e-4ee5-8b4b-e2c715386c25,1770545945841,1770545945885,44,377,AUTO,,Case 2
eccf0910-cd3a-4b42-a054-2fbd9eea6a9c,1770545945942,1770545945985,43,377,AUTO,,Case 2
3791c7fc-6c63-431d-913b-fa01cd86ee15,1770545946042,1770545946085,43,377,AUTO,,Case 2
1d71b848-fe05-48ae-8cfe-2b86b545e17b,1770545946143,1770545946185,42,377,AUTO,,Case 2
3ac9faeb-9a91-46bc-9036-e09ca71dfe54,1770545946243,1770545946285,42,377,AUTO,,Case 2
ce6423e1-cb4d-44e3-8acb-6777f057fd89,1770545946344,1770545946385,41,377,AUTO,,Case 2
38b123dc-9794-4e8d-8ed1-ad0c8a48b11b,1770545946444,1770545946485,41,377,AUTO,,Case 2
d89faa0b-c492-490b-8883-71b0b7011b38,1770545946545,1770545946589,44,377,AUTO,,Case 2
42e55297-a0b0-4689-8612-e1b7bdef0d52,1770545946645,1770545946689,44,377,AUTO,,Case 2
95f93ab0-ca4d-43f6-bead-1675cca70826,1770545946745,1770545946789,44,377,AUTO,,Case 2
0dfc33c0-5b0b-4ac6-94ad-13fb9516647f,1770545946846,1770545946889,43,377,AUTO,,Case 2
d6c20c65-77e5-41ca-a6ba-d928c11dff97,1770545946947,1770545946989,42,377,AUTO,,Case 2
3bf3c7ca-e068-4241-ae19-38568dddbf4c,1770545947047,1770545947089,42,377,AUTO,,Case 2
0e8db6dc-a0bf-4261-8498-d888e2801cfe,1770545947147,1770545947189,42,377,AUTO,,Case 2
